"","y","x.1","x.2","x.3","x.4","x.5","x.6","x.7","x.8","x.9","x.10"
"1",500.185774389707,20.162391299149,39.7829576721415,1.56944906292483,22.9132533522788,78.5079917204566,84.8175620010588,33.9701945648994,64.6268223728985,57.4290351928212,79.9039624414872
"2",581.989707899637,78.8306362605654,87.9027991809417,63.4697729717009,53.0992504546884,33.1715197789017,39.2766068030614,75.7178205593955,76.6179298812058,65.3621373679489,76.1970004353207
"3",511.639351026024,96.1389885335229,42.8904116584454,7.79142379923724,93.8233187424485,8.82837196299806,51.6657415060326,90.5957729232032,42.8630315305199,80.1644312350545,64.3561483649537
"4",314.790188186113,60.0356326329056,16.2120938994922,18.2375043600332,36.1656053166371,3.07600298058242,57.2455027548131,89.0881297206506,20.6518070001621,21.3246028232388,71.789324600948
"5",327.108820821495,82.047674377216,57.5369123381097,18.3729160467628,58.0954181642737,25.4241997676436,95.7094809892587,60.6984607973136,80.1274382146075,90.825450523058,2.11477861483581
"6",455.680565995606,62.8060118721332,40.4891976786312,36.727149002254,90.0946486254688,11.3668917594478,69.0493363803253,97.7838633540086,65.0157403687481,84.0916991923004,47.0689066024497
"7",344.280706274333,97.0068537131883,1.69604534911923,56.0038941935636,45.0813189938199,57.3712832701858,57.6845425157808,4.41776517615654,92.0043875502888,30.1914997473359,44.5585134387948
"8",586.514294405226,24.0175312487409,98.0717199051287,31.6479959103744,72.995366766816,20.2213805352803,57.1124376049265,15.3279636220541,18.9623223938979,23.1560198660009,59.0923221942503
"9",230.267113345779,32.8025402813219,17.5075351521373,53.0201889136806,35.9555280450732,11.435830628965,30.9632831395138,31.9866761753801,97.8896646643989,23.482739134226,31.1160674877465
"10",219.699607376052,70.3352097114548,1.42448867857456,17.2398353850003,13.3074599108659,59.9992579580285,96.057788945036,84.2001388093922,82.488034524722,59.7952536854427,25.9463608842343
"11",365.967276801842,4.6496880070772,4.58615331095643,17.2524318075739,79.8149108830839,47.4307716914918,46.3175428821705,44.2332849674858,90.6349478787743,8.93669925630093,24.5016956224572
"12",624.341609665744,97.7588109078351,98.8849591196049,90.0900094432291,88.9675087926444,90.0617492343299,95.7897707619704,36.2526209631469,25.3151714475825,22.6473239813931,4.21909133926965
"13",458.611213539374,74.0786615975667,32.0426011364907,95.2753231294919,76.9777239528485,70.5362072424032,33.4375890647061,63.8113010930829,23.2166449541692,56.7114038069267,22.9623282679822
"14",548.42673741625,51.6401657965034,59.6290480389725,98.4037971310318,83.9960359970573,2.06307251495309,39.6681867782027,27.3487169810105,42.1394803605508,87.495730393799,78.1312244939618
"15",293.673351318653,24.4460180364549,16.956841488136,49.9523133311886,78.1121866374742,25.0191645873711,27.7348416112363,65.3254441618919,79.9320246027783,82.0288551982958,3.84637235617265
"16",279.876298959283,60.1185496021062,11.8723604499828,96.3478420681786,65.5521516008303,42.2152109122835,78.21702002245,48.6851606161799,47.5923594080377,81.4739156812429,3.11728223809041
"17",615.829461936197,64.3887071888894,42.3233338422142,62.7119131193031,88.2394419896882,92.9949668727349,7.57073993957601,24.9415169476997,88.6075639724731,82.4557588729076,47.2330081083346
"18",490.511375799989,12.0838329291437,52.1765636363998,85.1971268574707,55.0244608346839,98.0092898453586,57.2751645562239,5.39088496076874,75.3205161048099,35.8648097703699,19.4840987790376
"19",380.364899152654,17.1640053484589,94.8457573833875,40.4479789971374,36.6508922597859,27.4596597843338,25.723737209104,86.5356600149535,61.2766662982758,94.8952168922406,10.8737736837938
"20",416.602663466883,15.9610104695894,60.542123877909,23.1005021564197,68.5943098301068,46.7527999384329,85.4291580475401,11.3796532216948,66.5363131850027,72.9669795741793,8.33220980432816
"21",312.209178132768,27.5603475847747,35.0040911082178,60.5434284058865,27.3841805031989,79.7422899922822,99.1859854448121,58.3900551029947,15.2185277738608,67.8898411418777,4.71784240799025
"22",398.782442952326,53.5714060254395,27.4471150864847,28.9891343011986,96.2224738292862,32.0553340855986,5.25340421590954,56.4344674192835,36.0327758784406,60.9603506838903,13.7897366087418
"23",579.331842462251,93.8817891869694,61.2399896653369,62.0390302354936,92.5471326869447,23.0568765464704,73.9883667095564,61.566014821874,28.1679606200196,61.1024976028129,66.6255161603913
"24",553.791423781227,84.716869383119,91.7038264940493,83.4337832171004,62.6691951353569,16.0186452278867,11.7127216076478,37.9163200336043,2.84780741855502,27.168056394672,64.6610191003419
"25",350.035299369408,62.5379275348969,65.0335410730913,94.8113280329853,30.4937530595344,47.7454305242281,36.9307887353934,2.21457925788127,88.7830001080874,51.4866980779916,15.1312813023105
"26",361.720894059164,27.4912677169777,14.1106825310271,88.6240569448564,62.9682500432245,38.3324857568368,75.0664437972009,38.9355048113503,88.7514425402042,57.4879073107149,38.6575185316615
"27",502.894931811514,40.5910131426062,61.6342729488388,90.1371286388021,63.9542376208119,27.7103407571558,61.0642349985428,97.0974358993117,26.8893769944552,43.1538191032596,59.5425954405218
"28",541.679636872057,50.087595106801,85.3409098358825,36.7851824143436,9.653526235139,81.3324430277571,47.4442271962762,70.238364454126,53.5049179259222,34.9141317624599,68.6562309176661
"29",494.040854849239,25.4647369228769,79.5836796513759,85.3140889066271,60.8579680919647,21.9298703358509,97.2048541835975,22.4110201308504,73.7380292313173,1.2306802389212,48.5995503654703
"30",594.40545849479,94.7955111931078,91.9857969835866,83.549131911248,56.4541015161667,67.4046556658577,17.4710357985459,68.9756236460526,37.9888514894992,57.6554832474794,48.0909465665463
"31",280.968582696302,70.3234576419927,34.511831446318,73.0458529791795,39.3458001010586,3.63614004873671,85.3376090193633,69.1111319363117,78.6828002673574,84.1340457217302,38.9735606089234
"32",297.544209748206,79.9703374565579,41.9484600771684,20.1032237925101,3.36125628440641,3.02918553561904,1.51833876548335,28.3009319324046,4.97941420134157,99.680292612873,75.5291566783562
"33",564.719535582021,33.8506906512193,94.5827430603094,17.44212105521,65.8159143649973,74.2091300003231,94.2415340694133,97.7509217117913,53.4324420210905,26.3023300000932,18.4325588722713
"34",437.792508482203,64.5218262302224,50.9168921743985,40.8637476339936,87.1453193807974,46.0165584622882,71.7246735128574,42.5253409733996,41.9378144419752,35.8183593542781,6.73714819853194
"35",642.313790999082,46.7897588214837,21.8745256874245,95.7566072382033,94.4104460207745,55.0014686645009,41.0507478874642,42.914934318047,34.6451537676621,27.2530896749813,97.3461157199927
"36",485.510429180626,12.320591883501,33.3041565632448,90.3066767074633,75.8654365150724,89.7680777315982,23.2297626116779,12.6371612118091,57.2397162471898,53.1192899821326,19.1444345456548
"37",510.247677078063,70.6770974395331,93.6802883311175,97.1610085361172,61.8144303485751,66.3974737210665,50.9970752475783,54.1437697673682,11.7624964206479,68.67934151995,7.90773951984011
"38",550.873212237908,11.0008888999,56.7139356906991,95.3318494250998,72.3100435796659,44.171940573724,68.819467901485,62.6759579586796,59.4286857033148,9.86298578348942,62.9778684908524
"39",508.362210010274,52.3881259423215,92.0860151816159,98.0795109302271,21.607072626939,32.4762138812803,88.58642096119,99.0182502078824,24.1350825310219,24.6140814165119,74.2538314338308
"40",458.096823260054,17.0441879977006,92.237491244683,85.2597172777168,21.5817312460858,64.1905611562543,74.6854893343989,77.8828712489922,61.9570090675261,61.6599315239582,31.0538511497434
"41",457.98004688733,62.5515090092085,49.7554180964362,10.9922268525697,75.2741565757897,14.3167192810215,17.2216295958497,51.8361812960356,45.3781158777419,1.51201373524964,51.1977786575444
"42",387.444866197463,40.8278962455224,15.3580437160563,18.3392613455653,65.5796084629837,93.0983932944946,6.9090555277653,8.74329004669562,14.4385241381824,71.6532238505315,2.92089051264338
"43",354.974157224978,28.0972492105793,56.7459109979682,21.8958554056007,33.0725333853625,35.0896550740581,69.6433736346662,80.4269542424008,55.3714207897428,8.26353287766688,32.5157645326108
"44",459.536011653284,7.39624593616463,90.4277583865914,45.7324858375359,84.439227566123,10.2414580357727,53.4671215817798,79.6410367926583,50.6771887831856,61.0848405014258,11.3411062697414
"45",477.172797218423,24.1875049860682,50.1995170149021,24.987105054548,15.5374647299759,74.6942835978698,16.0668093827553,23.4594034464099,28.9735247751232,54.8638686116319,72.592364248354
"46",601.494615864195,11.2955850316212,89.7767315038946,34.0044688794296,36.0786475492641,42.400030014338,85.3840767922811,85.1338780303486,3.40067566465586,76.9917772423942,91.7270100272726
"47",772.847661099865,65.2943958889227,81.8438981405925,2.63622969202697,92.0050546701532,95.4613452693447,51.5798388631083,92.6854231865145,71.2313901209272,55.7785550856497,70.8629408939742
